"","e","entityYearsVector.i.","OneYear","ThreeYear","FiveYear"
"36210","A00223558",2020,FALSE,FALSE,FALSE
"36211","A00083813",2010,TRUE,TRUE,TRUE
"36212","A00220836",2016,FALSE,FALSE,FALSE
"36213","A00243610",2017,FALSE,FALSE,FALSE
"36214","A00371141",2011,FALSE,FALSE,FALSE
"36215","A00083816",2014,TRUE,TRUE,TRUE
"36216","A00543320",2014,TRUE,TRUE,TRUE
"36217","A00081984",2022,TRUE,TRUE,TRUE
"36218","A00134883",2022,TRUE,TRUE,TRUE
"36219","A00083819",2010,TRUE,TRUE,TRUE
"36220","A00133561",2010,TRUE,TRUE,TRUE
"36221","A00083821",2015,TRUE,TRUE,TRUE
"36222","A00210703",2008,TRUE,TRUE,TRUE
"36223","A00083827",2017,TRUE,TRUE,TRUE
"36224","A00083830",2022,TRUE,TRUE,TRUE
"36225","A00129918",2022,TRUE,TRUE,TRUE
"36226","A00267085",2018,FALSE,FALSE,FALSE
"36227","A00083834",2019,TRUE,TRUE,TRUE
"36228","A00239795",2015,FALSE,FALSE,FALSE
"36229","A00239766",2015,FALSE,FALSE,FALSE
"36230","A00083999",2003,FALSE,FALSE,FALSE
"36231","A00372105",2012,FALSE,FALSE,FALSE
"36232","A00210453",2016,FALSE,FALSE,FALSE
"36233","A00197165",2022,TRUE,TRUE,TRUE
"36234","A00238321",2017,FALSE,FALSE,FALSE
"36235","A00230371",2015,TRUE,TRUE,TRUE
"36236","A00237831",2012,FALSE,FALSE,TRUE
"36237","A00224095",2009,TRUE,TRUE,TRUE
"36238","A00354111",2013,FALSE,FALSE,FALSE
"36239","A00203898",2013,FALSE,FALSE,FALSE
"36240","A00084002",2013,FALSE,FALSE,FALSE
"36241","A00058808",2013,FALSE,FALSE,FALSE
"36242","A00084003",2022,FALSE,TRUE,TRUE
"36243","A00084004",2009,FALSE,TRUE,TRUE
"36244","A00084005",2009,FALSE,FALSE,TRUE
"36245","A00084006",2013,FALSE,FALSE,FALSE
"36246","A00084008",2023,TRUE,TRUE,TRUE
"36247","A00230221",2023,TRUE,TRUE,TRUE
"36248","A00084012",2022,TRUE,TRUE,TRUE
"36249","A00275798",2022,TRUE,TRUE,TRUE
"36250","A00084013",2020,TRUE,TRUE,TRUE
"36251","A00449915",2021,TRUE,TRUE,TRUE
"36252","A00084018",2023,TRUE,TRUE,TRUE
"36253","A00240341",2023,TRUE,TRUE,TRUE
"36254","A00084019",2017,FALSE,FALSE,FALSE
"36255","A00056384",2017,FALSE,FALSE,FALSE
"36256","A00248831",2022,FALSE,FALSE,FALSE
"36257","A00399882",2022,FALSE,FALSE,FALSE
"36258","A00197365",2023,TRUE,TRUE,TRUE
"36259","A00084025",2007,TRUE,TRUE,TRUE
"36260","A00084030",2015,TRUE,TRUE,TRUE
"36261","A00084031",2019,FALSE,TRUE,TRUE
"36262","A00084033",2005,FALSE,FALSE,FALSE
"36263","A00084037",2010,TRUE,TRUE,TRUE
"36264","A00231288",2018,FALSE,FALSE,FALSE
"36265","A00239046",2022,FALSE,FALSE,FALSE
"36266","A00236610",2023,FALSE,TRUE,TRUE
"36267","A00212309",2007,FALSE,FALSE,FALSE
"36268","A00084045",2023,TRUE,TRUE,TRUE
"36269","A00084046",2005,TRUE,TRUE,TRUE
"36270","A00084048",2018,FALSE,FALSE,FALSE
"36271","A00084457",2010,TRUE,TRUE,TRUE
"36272","A00242017",2010,TRUE,TRUE,TRUE
"36273","A00084049",2022,TRUE,TRUE,TRUE
"36274","A00084050",2011,TRUE,TRUE,TRUE
"36275","A00084223",2005,FALSE,FALSE,FALSE
"36276","A00089842",2018,TRUE,TRUE,TRUE
"36277","A00084211",2022,TRUE,TRUE,TRUE
"36278","A00084213",2022,TRUE,TRUE,TRUE
"36279","A00125409",2022,TRUE,TRUE,TRUE
"36280","A00084217",2017,TRUE,TRUE,TRUE
"36281","A00084222",2022,TRUE,TRUE,TRUE
"36282","A00236612",2014,TRUE,TRUE,TRUE
"36283","A00229931",2010,TRUE,TRUE,TRUE
"36284","A00084226",2021,FALSE,TRUE,TRUE
"36285","A00084227",2008,TRUE,TRUE,TRUE
"36286","A00130137",2008,TRUE,TRUE,TRUE
"36287","A00084228",2011,TRUE,TRUE,TRUE
"36288","A00148974",2011,TRUE,TRUE,TRUE
"36289","A00084229",2015,FALSE,FALSE,TRUE
"36290","A00084234",2017,FALSE,FALSE,FALSE
"36291","A00294700",2017,FALSE,FALSE,FALSE
"36292","A00226685",2004,FALSE,FALSE,FALSE
"36293","A00218795",2004,FALSE,FALSE,FALSE
"36294","A00227570",2009,TRUE,TRUE,TRUE
"36295","A00216424",2012,FALSE,FALSE,FALSE
"36296","A00084241",2021,FALSE,TRUE,TRUE
"36297","A00084242",2020,TRUE,TRUE,TRUE
"36298","A00084244",2015,FALSE,TRUE,TRUE
"36299","A00084246",2022,TRUE,TRUE,TRUE
"36300","A00090735",2019,FALSE,FALSE,FALSE
"36301","A00084249",2016,TRUE,TRUE,TRUE
"36302","A00084252",2012,TRUE,TRUE,TRUE
"36303","A00084253",2010,FALSE,FALSE,FALSE
"36304","A00100727",2010,FALSE,FALSE,FALSE
"36305","A00084254",2004,TRUE,TRUE,TRUE
"36306","A00084255",2018,TRUE,TRUE,TRUE
"36307","A00103040",2018,TRUE,TRUE,TRUE
"36308","A00226688",2006,TRUE,TRUE,TRUE
"36309","A00267729",2006,TRUE,TRUE,TRUE
"36310","A00230417",2022,TRUE,TRUE,TRUE
"36311","A00240072",2022,TRUE,TRUE,TRUE
"36312","A00236540",2008,FALSE,TRUE,TRUE
"36313","A00240572",2020,FALSE,FALSE,TRUE
"36314","A00274634",2020,FALSE,FALSE,TRUE
"36315","A00230993",2007,FALSE,TRUE,TRUE
"36316","A00225542",2007,FALSE,TRUE,TRUE
"36317","A00236887",2005,FALSE,FALSE,FALSE
"36318","A00239054",2022,TRUE,TRUE,TRUE
"36319","A00238551",2006,TRUE,TRUE,TRUE
"36320","A00238553",2022,TRUE,TRUE,TRUE
"36321","A00227204",2015,FALSE,FALSE,FALSE
"36322","A00235598",2010,FALSE,TRUE,TRUE
"36323","A00238556",2022,FALSE,FALSE,FALSE
"36324","A00237321",2022,FALSE,FALSE,FALSE
"36325","A00243614",2010,TRUE,TRUE,TRUE
"36326","A00408990",2022,TRUE,TRUE,TRUE
"36327","A00238560",2021,TRUE,TRUE,TRUE
"36328","A00267120",2021,TRUE,TRUE,TRUE
"36329","A00238562",2013,FALSE,FALSE,FALSE
"36330","A00230393",2017,TRUE,TRUE,TRUE
"36331","A00230394",2017,TRUE,TRUE,TRUE
"36332","A00243396",2009,FALSE,FALSE,FALSE
"36333","A00238564",2007,FALSE,FALSE,FALSE
"36334","A00238566",2008,TRUE,TRUE,TRUE
"36335","A00239069",2005,FALSE,FALSE,FALSE
"36336","A00228010",2023,TRUE,TRUE,TRUE
"36337","A00227729",2023,TRUE,TRUE,TRUE
"36338","A00232045",2019,FALSE,FALSE,TRUE
"36339","A00230928",2022,TRUE,TRUE,TRUE
"36340","A00422136",2018,FALSE,FALSE,FALSE
"36341","A00235824",2019,FALSE,FALSE,FALSE
"36342","A00237764",2011,FALSE,FALSE,FALSE
"36343","A00238699",2022,FALSE,FALSE,FALSE
"36344","A00263720",2023,FALSE,FALSE,FALSE
"36345","A00238700",2006,FALSE,FALSE,FALSE
"36346","A00236082",2006,FALSE,FALSE,FALSE
"36347","A00241840",2015,FALSE,TRUE,TRUE
"36348","A00235177",2015,FALSE,TRUE,TRUE
"36349","A00238579",2022,FALSE,TRUE,TRUE
"36350","A00235186",2022,FALSE,TRUE,TRUE
"36351","A00247968",2023,TRUE,TRUE,TRUE
"36352","A00230362",2015,FALSE,FALSE,TRUE
"36353","A00306832",2011,FALSE,FALSE,FALSE
"36354","A00270051",2011,FALSE,FALSE,FALSE
"36355","A00238583",2005,FALSE,FALSE,FALSE
"36356","A00238706",2020,FALSE,FALSE,FALSE
"36357","A00235426",2020,FALSE,FALSE,FALSE
"36358","A00238707",2017,FALSE,FALSE,FALSE
"36359","A00225555",2017,FALSE,FALSE,FALSE
"36360","A00238586",2006,FALSE,FALSE,FALSE
"36361","A00267088",2012,FALSE,TRUE,TRUE
"36362","A00378461",2012,FALSE,FALSE,FALSE
"36363","A00226689",2023,TRUE,TRUE,TRUE
"36364","A00238712",2017,FALSE,FALSE,FALSE
"36365","A00238591",2007,FALSE,FALSE,FALSE
"36366","A00230366",2007,FALSE,FALSE,FALSE
"36367","A00238592",2015,FALSE,FALSE,FALSE
"36368","A00239550",2015,FALSE,FALSE,FALSE
"36369","A00240575",2017,TRUE,TRUE,TRUE
"36370","A00235034",2017,TRUE,TRUE,TRUE
"36371","A00230364",2010,FALSE,FALSE,FALSE
"36372","A00238715",2008,TRUE,TRUE,TRUE
"36373","A00234165",2022,TRUE,TRUE,TRUE
"36374","A00247969",2015,TRUE,TRUE,TRUE
"36375","A00238594",2007,FALSE,TRUE,TRUE
"36376","A00248315",2007,FALSE,TRUE,TRUE
"36377","A00236561",2021,TRUE,TRUE,TRUE
"36378","A00236028",2021,TRUE,TRUE,TRUE
"36379","A00222542",2013,FALSE,FALSE,FALSE
"36380","A00236616",2023,TRUE,TRUE,TRUE
"36381","A00500889",2023,TRUE,TRUE,TRUE
"36382","A00208577",2003,FALSE,FALSE,FALSE
"36383","A00238596",2022,FALSE,TRUE,TRUE
"36384","A00234736",2022,FALSE,TRUE,TRUE
"36385","A00238597",2022,TRUE,TRUE,TRUE
"36386","A00235600",2020,FALSE,TRUE,TRUE
"36387","A00238718",2014,TRUE,TRUE,TRUE
"36388","A00238599",2020,FALSE,TRUE,TRUE
"36389","A00512169",2020,FALSE,TRUE,TRUE
"36390","A00352350",2013,FALSE,FALSE,FALSE
"36391","A00230679",2014,FALSE,FALSE,FALSE
"36392","A00230926",2018,TRUE,TRUE,TRUE
"36393","A00208572",2003,TRUE,TRUE,TRUE
"36394","A00238604",2015,FALSE,FALSE,FALSE
"36395","A00227999",2014,FALSE,FALSE,FALSE
"36396","A00351274",2013,FALSE,FALSE,FALSE
"36397","A00227396",2009,FALSE,FALSE,FALSE
"36398","A00208349",2009,TRUE,TRUE,TRUE
"36399","A00308819",2021,FALSE,FALSE,FALSE
"36400","A00238725",2017,FALSE,FALSE,TRUE
"36401","A00247970",2011,TRUE,TRUE,TRUE
"36402","A00238608",2022,TRUE,TRUE,TRUE
"36403","A00238727",2008,TRUE,TRUE,TRUE
"36404","A00238609",2016,TRUE,TRUE,TRUE
"36405","A00238730",2014,FALSE,FALSE,FALSE
"36406","A00238733",2009,TRUE,TRUE,TRUE
"36407","A00238734",2011,FALSE,FALSE,FALSE
"36408","A00236129",2011,FALSE,FALSE,FALSE
"36409","A00208857",2020,TRUE,TRUE,TRUE
"36410","A00239134",2020,TRUE,TRUE,TRUE
"36411","A00230400",2016,TRUE,TRUE,TRUE
"36412","A00238737",2018,TRUE,TRUE,TRUE
"36413","A00222300",2018,TRUE,TRUE,TRUE
"36414","A00238740",2009,TRUE,TRUE,TRUE
"36415","A00235601",2015,TRUE,TRUE,TRUE
"36416","A00032833",2015,TRUE,TRUE,TRUE
"36417","A00235477",2008,TRUE,TRUE,TRUE
"36418","A00226758",2008,TRUE,TRUE,TRUE
"36419","A00230697",2017,TRUE,TRUE,TRUE
"36420","A00238744",2020,FALSE,FALSE,FALSE
"36421","A00238749",2016,FALSE,TRUE,TRUE
"36422","A00228027",2006,TRUE,TRUE,TRUE
"36423","A00238750",2012,FALSE,TRUE,TRUE
"36424","A00230651",2021,FALSE,TRUE,TRUE
"36425","A00227205",2023,TRUE,TRUE,TRUE
"36426","A00491518",2023,TRUE,TRUE,TRUE
"36427","A00230407",2011,TRUE,TRUE,TRUE
"36428","A00238878",2011,TRUE,TRUE,TRUE
"36429","A00237447",2023,TRUE,TRUE,TRUE
"36430","A00240595",2023,TRUE,TRUE,TRUE
"36431","A00273768",2011,FALSE,TRUE,TRUE
"36432","A00238759",2022,FALSE,TRUE,TRUE
"36433","A00216242",2018,FALSE,FALSE,FALSE
"36434","A00238763",2009,TRUE,TRUE,TRUE
"36435","A00243621",2019,TRUE,TRUE,TRUE
"36436","A00238764",2022,TRUE,TRUE,TRUE
"36437","A00239264",2022,TRUE,TRUE,TRUE
"36438","A00238766",2015,TRUE,TRUE,TRUE
"36439","A00228040",2008,TRUE,TRUE,TRUE
"36440","A00229052",2022,TRUE,TRUE,TRUE
"36441","A00240581",2022,FALSE,TRUE,TRUE
"36442","A00507921",2022,FALSE,TRUE,TRUE
"36443","A00238769",2007,TRUE,TRUE,TRUE
"36444","A00240347",2014,FALSE,FALSE,FALSE
"36445","A00238775",2005,FALSE,FALSE,FALSE
"36446","A00230640",2020,FALSE,TRUE,TRUE
"36447","A00406617",2020,FALSE,TRUE,TRUE
"36448","A00238777",2022,TRUE,TRUE,TRUE
"36449","A00230414",2013,TRUE,TRUE,TRUE
"36450","A00245456",2019,FALSE,FALSE,FALSE
"36451","A00238625",2021,FALSE,FALSE,FALSE
"36452","A00243623",2009,FALSE,FALSE,FALSE
"36453","A00236182",2006,FALSE,FALSE,FALSE
"36454","A00236888",2022,TRUE,TRUE,TRUE
"36455","A00509733",2022,TRUE,TRUE,TRUE
"36456","A00248843",2015,TRUE,TRUE,TRUE
"36457","A00230387",2012,FALSE,FALSE,TRUE
"36458","A00236826",2013,FALSE,FALSE,FALSE
"36459","A00238842",2009,FALSE,FALSE,FALSE
"36460","A00238843",2023,TRUE,TRUE,TRUE
"36461","A00247318",2023,TRUE,TRUE,TRUE
"36462","A00205835",2007,TRUE,TRUE,TRUE
"36463","A00243625",2016,TRUE,TRUE,TRUE
"36464","A00241038",2016,TRUE,TRUE,TRUE
"36465","A00213957",2011,FALSE,FALSE,FALSE
"36466","A00238846",2007,FALSE,FALSE,FALSE
"36467","A00238850",2021,FALSE,TRUE,TRUE
"36468","A00239274",2021,TRUE,TRUE,TRUE
"36469","A00245151",2021,TRUE,TRUE,TRUE
"36470","A00263723",2006,FALSE,FALSE,FALSE
"36471","A00240585",2012,FALSE,FALSE,FALSE
"36472","A00227670",2015,FALSE,FALSE,FALSE
"36473","A00228032",2013,TRUE,TRUE,TRUE
"36474","A00266276",2013,TRUE,TRUE,TRUE
"36475","A00239279",2015,TRUE,TRUE,TRUE
"36476","A00239443",2015,TRUE,TRUE,TRUE
"36477","A00238856",2020,FALSE,FALSE,FALSE
"36478","A00239280",2014,TRUE,TRUE,TRUE
"36479","A00248690",2014,TRUE,TRUE,TRUE
"36480","A00243627",2015,FALSE,FALSE,FALSE
"36481","A00238861",2015,TRUE,TRUE,TRUE
"36482","A00239284",2023,TRUE,TRUE,TRUE
"36483","A00228022",2010,TRUE,TRUE,TRUE
"36484","A00238863",2011,TRUE,TRUE,TRUE
"36485","A00239285",2018,TRUE,TRUE,TRUE
"36486","A00238864",2020,FALSE,FALSE,FALSE
"36487","A00228023",2005,FALSE,FALSE,FALSE
"36488","A00227379",2005,FALSE,FALSE,FALSE
"36489","A00238868",2014,TRUE,TRUE,TRUE
"36490","A00235815",2021,TRUE,TRUE,TRUE
"36491","A00238869",2006,TRUE,TRUE,TRUE
"36492","A00230356",2005,FALSE,FALSE,FALSE
"36493","A00240587",2012,TRUE,TRUE,TRUE
"36494","A00230998",2008,FALSE,TRUE,TRUE
"36495","A00239292",2009,FALSE,FALSE,FALSE
"36496","A00240588",2023,TRUE,TRUE,TRUE
"36497","A00493730",2023,TRUE,TRUE,TRUE
"36498","A00236622",2009,FALSE,FALSE,FALSE
"36499","A00406599",2009,FALSE,FALSE,FALSE
"36500","A00208070",2020,FALSE,FALSE,FALSE
"36501","A00247982",2020,FALSE,FALSE,FALSE
"36502","A00238876",2016,FALSE,FALSE,FALSE
"36503","A00239297",2021,FALSE,TRUE,TRUE
"36504","A00238877",2007,FALSE,FALSE,FALSE
"36505","A00270136",2013,TRUE,TRUE,TRUE
"36506","A00240325",2013,FALSE,FALSE,FALSE
"36507","A00235826",2008,TRUE,TRUE,TRUE
"36508","A00230946",2005,TRUE,TRUE,TRUE
"36509","A00278965",2005,TRUE,TRUE,TRUE
"36510","A00248849",2013,FALSE,FALSE,TRUE
"36511","A00285440",2008,FALSE,FALSE,FALSE
"36512","A00236543",2013,FALSE,FALSE,TRUE
"36513","A00235810",2013,FALSE,FALSE,TRUE
"36514","A00230996",2021,TRUE,TRUE,TRUE
"36515","A00238887",2009,FALSE,FALSE,FALSE
"36516","A00238889",2022,FALSE,TRUE,TRUE
"36517","A00228026",2015,FALSE,FALSE,FALSE
"36518","A00238893",2010,FALSE,FALSE,FALSE
"36519","A00219967",2010,FALSE,FALSE,FALSE
"36520","A00238894",2015,TRUE,TRUE,TRUE
"36521","A00235029",2015,TRUE,TRUE,TRUE
"36522","A00238895",2012,FALSE,FALSE,FALSE
"36523","A00218715",2012,TRUE,TRUE,TRUE
"36524","A00238896",2021,FALSE,FALSE,FALSE
"36525","A00239315",2011,FALSE,FALSE,FALSE
"36526","A00238899",2015,TRUE,TRUE,TRUE
"36527","A00238901",2015,FALSE,FALSE,FALSE
"36528","A00239318",2013,FALSE,FALSE,FALSE
"36529","A00239319",2009,FALSE,FALSE,FALSE
"36530","A00232053",2016,FALSE,TRUE,TRUE
"36531","A00239322",2015,TRUE,TRUE,TRUE
"36532","A00243629",2015,FALSE,FALSE,FALSE
"36533","A00225612",2015,FALSE,FALSE,FALSE
"36534","A00239325",2014,FALSE,FALSE,FALSE
"36535","A00406597",2014,FALSE,FALSE,FALSE
"36536","A00236825",2022,TRUE,TRUE,TRUE
"36537","A00234672",2014,FALSE,FALSE,FALSE
"36538","A00212615",2014,FALSE,FALSE,FALSE
"36539","A00239326",2007,FALSE,FALSE,FALSE
"36540","A00238913",2013,FALSE,FALSE,FALSE
"36541","A00227661",2019,FALSE,FALSE,TRUE
"36542","A00270379",2019,FALSE,FALSE,TRUE
"36543","A00245138",2013,TRUE,TRUE,TRUE
"36544","A00248852",2021,FALSE,TRUE,TRUE
"36545","A00455697",2021,FALSE,TRUE,TRUE
"36546","A00240591",2014,FALSE,TRUE,TRUE
"36547","A00239057",2014,FALSE,TRUE,TRUE
"36548","A00268923",2023,TRUE,TRUE,TRUE
"36549","A00240307",2015,TRUE,TRUE,TRUE
"36550","A00228034",2014,FALSE,FALSE,FALSE
"36551","A00239135",2007,FALSE,FALSE,FALSE
"36552","A00235543",2020,TRUE,TRUE,TRUE
"36553","A00239137",2014,FALSE,FALSE,FALSE
"36554","A00239138",2015,TRUE,TRUE,TRUE
"36555","A00367930",2023,FALSE,FALSE,FALSE
"36556","A00236624",2022,TRUE,TRUE,TRUE
"36557","A00244798",2021,FALSE,FALSE,FALSE
"36558","A00245366",2021,FALSE,FALSE,FALSE
"36559","A00267093",2007,FALSE,FALSE,FALSE
"36560","A00434827",2022,TRUE,TRUE,TRUE
"36561","A00239144",2020,FALSE,FALSE,FALSE
"36562","A00239145",2023,TRUE,TRUE,TRUE
"36563","A00248854",2018,FALSE,TRUE,TRUE
"36564","A00268172",2014,FALSE,TRUE,TRUE
"36565","A00247990",2014,FALSE,TRUE,TRUE
"36566","A00267094",2020,TRUE,TRUE,TRUE
"36567","A00239149",2020,TRUE,TRUE,TRUE
"36568","A00236626",2006,TRUE,TRUE,TRUE
"36569","A00239153",2022,FALSE,FALSE,FALSE
"36570","A00245083",2013,TRUE,TRUE,TRUE
"36571","A00239554",2009,FALSE,FALSE,FALSE
"36572","A00243633",2006,FALSE,FALSE,FALSE
"36573","A00245272",2006,FALSE,FALSE,FALSE
"36574","A00236563",2012,FALSE,FALSE,FALSE
"36575","A00239559",2011,TRUE,TRUE,TRUE
"36576","A00226693",2014,FALSE,FALSE,FALSE
"36577","A00239166",2013,FALSE,TRUE,TRUE
"36578","A00213954",2008,TRUE,TRUE,TRUE
"36579","A00239167",2017,FALSE,FALSE,FALSE
"36580","A00247991",2018,FALSE,TRUE,TRUE
"36581","A00230925",2012,TRUE,TRUE,TRUE
"36582","A00239169",2022,FALSE,TRUE,TRUE
"36583","A00509699",2022,FALSE,TRUE,TRUE
"36584","A00239563",2020,FALSE,TRUE,TRUE
"36585","A00237445",2020,FALSE,TRUE,TRUE
"36586","A00236162",2014,FALSE,TRUE,TRUE
"36587","A00230373",2014,FALSE,TRUE,TRUE
"36588","A00346801",2010,FALSE,FALSE,FALSE
"36589","A00239565",2022,TRUE,TRUE,TRUE
"36590","A00235473",2008,FALSE,FALSE,FALSE
"36591","A00239173",2019,TRUE,TRUE,TRUE
"36592","A00235608",2007,FALSE,FALSE,FALSE
"36593","A00239569",2017,FALSE,FALSE,FALSE
"36594","A00243142",2018,FALSE,FALSE,FALSE
"36595","A00239933",2018,FALSE,FALSE,FALSE
"36596","A00230709",2022,FALSE,FALSE,FALSE
"36597","A00239572",2022,TRUE,TRUE,TRUE
"36598","A00239182",2011,TRUE,TRUE,TRUE
"36599","A00239575",2021,FALSE,FALSE,FALSE
"36600","A00239188",2013,FALSE,TRUE,TRUE
"36601","A00239189",2015,FALSE,TRUE,TRUE
"36602","A00239580",2018,FALSE,TRUE,TRUE
"36603","A00247992",2012,FALSE,FALSE,FALSE
"36604","A00235609",2012,TRUE,TRUE,TRUE
"36605","A00243636",2017,TRUE,TRUE,TRUE
"36606","A00245112",2017,TRUE,TRUE,TRUE
"36607","A00239583",2021,FALSE,FALSE,FALSE
"36608","A00248857",2019,FALSE,FALSE,FALSE
"36609","A00239735",2013,FALSE,FALSE,FALSE
"36610","A00239197",2018,FALSE,FALSE,TRUE
"36611","A00227150",2021,FALSE,FALSE,FALSE
"36612","A00267980",2021,FALSE,FALSE,FALSE
"36613","A00226694",2010,FALSE,FALSE,FALSE
"36614","A00236629",2011,FALSE,FALSE,FALSE
"36615","A00239596",2011,FALSE,FALSE,FALSE
"36616","A00277272",2012,FALSE,FALSE,FALSE
"36617","A00239599",2005,FALSE,FALSE,FALSE
"36618","A00239602",2005,FALSE,FALSE,FALSE
"36619","A00239603",2019,TRUE,TRUE,TRUE
"36620","A00307311",2011,FALSE,FALSE,FALSE
"36621","A00239610",2008,FALSE,FALSE,FALSE
"36622","A00239611",2015,TRUE,TRUE,TRUE
"36623","A00239612",2014,FALSE,TRUE,TRUE
"36624","A00230388",2007,FALSE,TRUE,TRUE
"36625","A00239621",2006,TRUE,TRUE,TRUE
"36626","A00239624",2015,TRUE,TRUE,TRUE
"36627","A00230652",2006,FALSE,FALSE,FALSE
"36628","A00236153",2015,FALSE,TRUE,TRUE
"36629","A00239630",2022,FALSE,FALSE,FALSE
"36630","A00239203",2022,FALSE,FALSE,FALSE
"36631","A00224858",2022,FALSE,TRUE,TRUE
"36632","A00350444",2020,FALSE,FALSE,FALSE
"36633","A00245449",2010,TRUE,TRUE,TRUE
"36634","A00239409",2023,FALSE,FALSE,FALSE
"36635","A00234702",2022,FALSE,FALSE,TRUE
"36636","A00239410",2017,TRUE,TRUE,TRUE
"36637","A00358339",2017,TRUE,TRUE,TRUE
"36638","A00240785",2021,FALSE,FALSE,FALSE
"36639","A00234703",2015,TRUE,TRUE,TRUE
"36640","A00234704",2022,FALSE,FALSE,FALSE
"36641","A00235182",2022,FALSE,FALSE,FALSE
"36642","A00234705",2019,TRUE,TRUE,TRUE
"36643","A00239733",2015,TRUE,TRUE,TRUE
"36644","A00243420",2015,TRUE,TRUE,TRUE
"36645","A00234706",2013,FALSE,FALSE,FALSE
"36646","A00230688",2022,FALSE,FALSE,FALSE
"36647","A00222530",2003,FALSE,FALSE,FALSE
"36648","A00231002",2005,FALSE,FALSE,FALSE
"36649","A00227669",2008,TRUE,TRUE,TRUE
"36650","A00239635",2013,FALSE,FALSE,FALSE
"36651","A00234710",2008,FALSE,FALSE,FALSE
"36652","A00239420",2022,FALSE,FALSE,TRUE
"36653","A00234712",2014,FALSE,TRUE,TRUE
"36654","A00240314",2014,FALSE,TRUE,TRUE
"36655","A00236630",2013,TRUE,TRUE,TRUE
"36656","A00236188",2022,TRUE,TRUE,TRUE
"36657","A00230692",2015,FALSE,FALSE,FALSE
"36658","A00230687",2005,FALSE,FALSE,FALSE
"36659","A00234714",2018,FALSE,FALSE,FALSE
"36660","A00239424",2013,FALSE,FALSE,FALSE
"36661","A00230064",2013,FALSE,FALSE,FALSE
"36662","A00227401",2022,TRUE,TRUE,TRUE
"36663","A00230690",2011,TRUE,TRUE,TRUE
"36664","A00239636",2007,FALSE,FALSE,FALSE
"36665","A00277273",2018,FALSE,TRUE,TRUE
"36666","A00234718",2005,FALSE,FALSE,FALSE
"36667","A00248005",2005,FALSE,FALSE,FALSE
"36668","A00234719",2009,FALSE,FALSE,FALSE
"36669","A00239432",2017,FALSE,TRUE,TRUE
"36670","A00288660",2017,FALSE,TRUE,TRUE
"36671","A00234721",2022,TRUE,TRUE,TRUE
"36672","A00227209",2007,FALSE,FALSE,FALSE
"36673","A00230699",2008,TRUE,TRUE,TRUE
"36674","A00234724",2018,FALSE,FALSE,FALSE
"36675","A00267097",2023,TRUE,TRUE,TRUE
"36676","A00234729",2015,FALSE,FALSE,FALSE
"36677","A00267955",2022,TRUE,TRUE,TRUE
"36678","A00287944",2022,TRUE,TRUE,TRUE
"36679","A00234731",2006,FALSE,FALSE,FALSE
"36680","A00239446",2008,FALSE,FALSE,FALSE
"36681","A00230990",2018,FALSE,TRUE,TRUE
"36682","A00230991",2008,TRUE,TRUE,TRUE
"36683","A00234735",2015,FALSE,FALSE,TRUE
"36684","A00237842",2017,FALSE,FALSE,FALSE
"36685","A00248001",2018,FALSE,FALSE,FALSE
"36686","A00246643",2018,FALSE,FALSE,FALSE
"36687","A00248864",2023,TRUE,TRUE,TRUE
"36688","A00267021",2023,TRUE,TRUE,TRUE
"36689","A00248002",2022,TRUE,TRUE,TRUE
"36690","A00243686",2022,TRUE,TRUE,TRUE
"36691","A00248865",2013,TRUE,TRUE,TRUE
"36692","A00239454",2017,FALSE,FALSE,FALSE
"36693","A00245655",2017,FALSE,FALSE,FALSE
"36694","A00239455",2022,TRUE,TRUE,TRUE
"36695","A00232062",2008,TRUE,TRUE,TRUE
"36696","A00234743",2020,FALSE,FALSE,TRUE
"36697","A00234744",2023,TRUE,TRUE,TRUE
"36698","A00239464",2012,FALSE,FALSE,FALSE
"36699","A00225178",2012,FALSE,FALSE,FALSE
"36700","A00237836",2022,TRUE,TRUE,TRUE
"36701","A00207393",2022,TRUE,TRUE,TRUE
"36702","A00234749",2012,FALSE,FALSE,FALSE
"36703","A00234976",2012,FALSE,FALSE,FALSE
"36704","A00239468",2013,TRUE,TRUE,TRUE
"36705","A00239469",2007,FALSE,TRUE,TRUE
"36706","A00234753",2013,FALSE,FALSE,FALSE
"36707","A00236111",2013,FALSE,FALSE,FALSE
"36708","A00234754",2009,TRUE,TRUE,TRUE
"36709","A00234757",2020,FALSE,FALSE,TRUE
"36710","A00248866",2023,TRUE,TRUE,TRUE
"36711","A00228000",2017,TRUE,TRUE,TRUE
"36712","A00239481",2009,TRUE,TRUE,TRUE
"36713","A00245105",2009,TRUE,TRUE,TRUE
"36714","A00239482",2018,FALSE,TRUE,TRUE
"36715","A00234762",2020,FALSE,TRUE,TRUE
"36716","A00234763",2007,TRUE,TRUE,TRUE
"36717","A00316513",2010,FALSE,FALSE,FALSE
"36718","A00225017",2003,FALSE,FALSE,FALSE
"36719","A00228013",2009,FALSE,FALSE,TRUE
"36720","A00319153",2013,TRUE,TRUE,TRUE
"36721","A00239485",2018,FALSE,FALSE,FALSE
"36722","A00276334",2018,FALSE,FALSE,FALSE
"36723","A00234765",2023,FALSE,TRUE,TRUE
"36724","A00236829",2023,FALSE,TRUE,TRUE
"36725","A00239486",2015,FALSE,FALSE,TRUE
"36726","A00234767",2018,TRUE,TRUE,TRUE
